RETURN,QTY,SALES,DISTINCT_CATEGORIES,ENTROPY_CATEGORIES,DISTINCT_PRODUCTS,ENTROPY_PRODUCTS,RECORD,FIT,SEASON,ORDER_DATE,DISCOUNT,FREESHIPPING,PAYMENT,SHIPPING_FEES,SEX,COUNTRY,PREVIOUS_RETURNS,PREVIOUS_TRANSACTIONS,train
0,6,550.0,2,0.3333333333333333,6,1.0,6,12,20102,2010-11-19,0,0,Amex,15,M,Italy,0,0,0
0,8,617.5,4,0.5,8,1.0,8,15,20133,2013-02-05,1,0,Credit card,14,F,France,0,4,0
0,2,530.0,1,0.5,1,0.5,2,6,20113,2011-09-05,0,0,Credit card,11,F,Poland,0,1,0
1,5,782.3334848484848,5,1.0,5,1.0,5,11,1201,2013-11-06,0,0,Cash,14,F,Germany,0,0,0
0,2,304.0,2,1.0,2,1.0,2,4,20102,2010-09-13,0,0,Cash,8,F,Italy,0,0,1
0,5,141.0,2,0.4,4,0.8,5,10,20102,2011-02-02,1,0,Cash,11,F,Italy,0,0,0
0,2,260.0,2,1.0,2,1.0,2,4,20113,2011-11-23,1,0,Cash,8,F,Poland,0,7,0
0,3,203.25,1,0.3333333333333333,2,0.6666666666666666,3,6,20123,2012-11-26,1,1,Credit card,0,F,Italy,1,16,0
0,1,130.0,1,1.0,1,1.0,1,2,1201,2013-12-24,0,0,Paypal,10,M,United Kingdom,0,0,0
0,3,640.0,2,0.6666666666666666,2,0.6666666666666666,3,6,20123,2012-11-30,0,0,Credit card,9,M,Belgium,0,2,0
0,1,198.0,1,1.0,1,1.0,1,2,20123,2012-10-15,0,0,Credit card,7,F,Italy,0,15,1
0,2,151.0,2,1.0,2,1.0,2,4,20092,2010-01-18,1,0,Cash,8,F,Italy,1,1,0
1,4,300.3244,2,0.5,4,1.0,4,8,20113,2011-11-23,0,0,Paypal,13,F,Germany,0,0,0
0,1,171.0,1,1.0,1,1.0,1,2,20133,2013-04-02,0,0,Credit card,7,M,Netherlands,28,51,0
0,2,372.0,2,1.0,2,1.0,2,5,20123,2012-12-04,0,0,Cash,8,F,Altro Europa,2,2,0
0,1,298.0,1,1.0,1,1.0,1,3,20113,2011-09-30,0,0,Cash,10,F,Italy,0,1,0
0,1,129.0,1,1.0,1,1.0,1,3,20102,2011-08-18,1,0,Credit card,7,F,Italy,0,6,1
0,1,35.0,1,1.0,1,1.0,1,2,20101,2010-03-03,0,0,Credit card,7,F,Italy,0,0,0
0,1,79.0,1,1.0,1,1.0,1,2,20102,2011-03-23,0,0,Paypal,7,F,Italy,0,0,0
0,1,98.0,1,1.0,1,1.0,1,2,20102,2010-09-14,0,0,Credit card,10,F,Italy,0,0,0
0,1,67.0,1,1.0,1,1.0,1,2,20123,2012-07-16,1,0,Credit card,7,F,Italy,0,7,1
0,1,199.0,1,1.0,1,1.0,1,2,1201,2014-01-16,0,0,Cash,10,F,Germany,0,0,0
0,3,272.0,1,0.3333333333333333,3,1.0,3,6,20133,2013-03-04,0,0,Cash,9,F,Altro Europa,2,7,1
0,1,135.1,1,1.0,1,1.0,1,3,20123,2012-07-13,1,0,Cash,7,F,Poland,0,0,0
0,1,134.0,1,1.0,1,1.0,1,3,20091,2009-01-29,1,1,Cash,0,F,Italy,0,2,0
0,3,539.0,1,0.3333333333333333,3,1.0,3,6,20133,2013-07-29,1,1,Cash,0,F,Poland,1,15,1
0,3,134.0,3,1.0,3,1.0,3,5,20123,2012-03-30,0,0,Cash,9,F,Italy,1,7,0
0,1,120.0,1,1.0,1,1.0,1,2,20123,2012-01-19,1,0,Paypal,7,F,Germany,0,0,0
0,1,28.0,1,1.0,1,1.0,1,0,20091,2009-03-19,0,1,Credit card,0,M,Italy,0,1,1
1,1,207.4958333333333,1,1.0,1,1.0,1,2,20133,2013-04-08,1,0,Credit card,7,F,Germany,0,0,0
1,3,256.79411764705884,3,1.0,3,1.0,3,6,20123,2012-08-08,1,0,Credit card,12,F,Germany,5,7,0
0,1,140.0,1,1.0,1,1.0,1,2,20102,2011-05-04,0,0,Credit card,7,M,Denmark,1,1,1
0,1,74.9,1,1.0,1,1.0,1,2,20102,2011-07-07,1,0,Credit card,7,F,Italy,1,2,0
1,4,750.2894211322783,3,0.75,4,1.0,4,8,20133,2013-02-27,1,0,Credit card,10,M,Poland,53,56,0
1,2,136.5257525083612,1,0.5,2,1.0,2,4,20123,2012-12-10,0,0,Credit card,8,M,France,11,22,0
0,1,83.0,1,1.0,1,1.0,1,3,1201,2013-08-26,1,0,Paypal,10,F,Netherlands,0,0,0
0,2,167.0,2,1.0,2,1.0,2,5,20092,2010-02-17,0,1,Credit card,0,F,United Kingdom,0,0,0
1,1,138.70548387096778,1,1.0,1,1.0,1,2,20113,2011-09-23,0,0,Cash,7,F,Netherlands,0,1,0
0,2,104.0,1,0.5,1,0.5,2,4,20102,2011-07-08,0,1,Cash,0,F,Italy,0,0,0
1,1,163.56976744186048,1,1.0,1,1.0,1,2,20123,2012-01-20,1,0,Cash,7,F,Altro Europa,2,7,0
0,1,179.0,1,1.0,1,1.0,1,3,1201,2014-02-27,0,0,Credit card,10,F,Belgium,0,0,1
0,2,143.0,2,1.0,2,1.0,2,5,20092,2009-10-13,0,0,Cash,11,F,Italy,0,0,0
0,2,53.0,1,0.5,2,1.0,2,4,20102,2011-02-02,1,0,Paypal,8,F,Italy,0,0,1
0,2,108.1,2,1.0,2,1.0,2,3,20092,2009-12-01,1,0,Credit card,8,F,Italy,0,0,1
0,1,28.4,1,1.0,1,1.0,1,3,20102,2011-02-10,1,0,Cash,7,F,Italy,0,0,0
0,2,100.0,1,0.5,1,0.5,2,2,1201,2014-04-28,0,1,Paypal,0,F,Italy,0,0,1
0,1,155.0,1,1.0,1,1.0,1,3,20113,2011-09-09,0,0,Cash,10,F,Italy,0,4,0
0,3,190.0,2,0.6666666666666666,3,1.0,3,2,20113,2011-11-28,0,0,Credit card,9,F,Italy,1,7,1
0,2,182.0,2,1.0,2,1.0,2,5,20123,2012-08-22,1,1,Credit card,0,F,Russian Federation,0,6,0
0,1,137.0,1,1.0,1,1.0,1,3,20123,2012-08-03,1,1,Cash,0,F,Italy,3,26,1
0,3,289.6,2,0.6666666666666666,3,1.0,3,6,20102,2011-07-04,1,1,Cash,0,F,Italy,1,7,1
0,1,26.7,1,1.0,1,1.0,1,2,20102,2011-02-25,1,0,Credit card,7,F,Italy,0,0,0
0,2,292.5,1,0.5,2,1.0,2,6,20101,2010-07-29,1,0,Paypal,8,M,Germany,0,2,0
0,1,144.0,1,1.0,1,1.0,1,2,20102,2011-01-31,1,1,Cash,0,F,Italy,0,0,0
0,1,289.0,1,1.0,1,1.0,1,1,1201,2013-10-28,0,1,Credit card,0,F,France,1,1,1
0,1,110.0,1,1.0,1,1.0,1,2,20102,2011-03-10,0,0,Cash,7,F,Italy,0,12,1
0,1,286.5,1,1.0,1,1.0,1,2,20123,2012-07-24,1,1,Paypal,0,F,Germany,29,64,1
0,1,89.0,1,1.0,1,1.0,1,2,1201,2013-10-29,0,0,Cash,7,M,Italy,0,0,1
0,1,50.5,1,1.0,1,1.0,1,3,1201,2014-02-04,1,0,Credit card,7,F,Italy,0,3,0
0,1,193.0,1,1.0,1,1.0,1,0,1201,2014-05-26,0,0,Cash,13,F,Altro Europa,0,2,0
0,1,45.0,1,1.0,1,1.0,1,2,1201,2014-08-05,1,0,Cash,7,F,Italy,0,0,1
1,3,555.8034731934732,1,0.3333333333333333,3,1.0,3,9,20113,2011-11-19,0,1,Cash,0,F,Germany,0,0,1
1,1,125.22258064516129,1,1.0,1,1.0,1,3,20133,2013-05-23,0,0,Credit card,10,F,France,0,0,1
0,2,294.0,1,0.5,1,0.5,2,0,1201,2013-09-30,0,0,Credit card,11,F,Belgium,0,0,0
0,3,348.0,2,0.6666666666666666,2,0.6666666666666666,3,6,20123,2012-07-02,1,0,Credit card,12,F,Belgium,1,17,0
0,4,214.0,4,1.0,4,1.0,4,5,20102,2011-03-23,0,0,Cash,10,F,Italy,0,0,1
1,2,471.4262295081968,1,0.5,1,0.5,2,4,20102,2010-12-01,0,1,Credit card,0,F,Germany,0,0,0
0,1,215.0,1,1.0,1,1.0,1,2,20123,2012-06-18,1,0,Amex,7,F,Altro Europa,0,1,0
0,1,59.0,1,1.0,1,1.0,1,2,20101,2010-09-02,0,0,Paypal,7,F,Italy,0,0,0
0,1,98.0,1,1.0,1,1.0,1,2,20102,2011-04-04,0,0,Cash,7,F,Italy,0,47,1
0,2,172.0,1,0.5,2,1.0,2,4,20101,2010-04-27,0,0,Credit card,8,F,Italy,0,2,0
0,1,149.5,1,1.0,1,1.0,1,0,20123,2012-07-16,1,0,Credit card,7,F,Germany,0,0,0
1,2,245.79565217391303,1,0.5,1,0.5,2,6,20123,2012-01-04,1,0,Cash,7,M,Altro Europa,0,2,1
0,2,93.5,2,1.0,2,1.0,2,3,20123,2012-02-10,1,0,Paypal,8,M,Germany,0,2,1
0,1,70.0,1,1.0,1,1.0,1,3,20133,2013-03-18,0,0,Credit card,7,F,Italy,29,66,1
1,1,296.7,1,1.0,1,1.0,1,3,20113,2011-12-30,1,0,Cash,10,F,Germany,0,0,1
0,2,209.0,2,1.0,2,1.0,2,4,20092,2009-11-09,0,0,Credit card,8,F,Italy,2,2,0
0,1,195.0,1,1.0,1,1.0,1,2,1201,2013-10-23,0,0,Credit card,15,F,Altro Europa,0,1,0
1,5,587.5050925925926,5,1.0,5,1.0,5,10,20123,2012-07-02,1,0,Credit card,14,F,Altro Europa,1,4,0
0,1,95.0,1,1.0,1,1.0,1,2,20133,2013-02-04,0,0,Credit card,7,F,France,0,1,0
0,5,330.8,3,0.6,5,1.0,5,10,20102,2011-06-15,1,0,Cash,14,F,Netherlands,0,0,0
0,1,149.5,1,1.0,1,1.0,1,1,1201,2014-01-20,1,0,Cash,7,F,Italy,0,0,0
0,2,177.0,2,1.0,2,1.0,2,4,20102,2010-12-02,0,1,Cash,0,F,Italy,0,0,1
1,3,416.56176470588235,1,0.3333333333333333,3,1.0,3,6,1201,2014-01-09,1,0,Amex,9,F,Italy,0,0,0
1,1,159.72608695652173,1,1.0,1,1.0,1,3,20123,2012-11-12,0,0,Paypal,7,F,Germany,0,1,0
1,1,225.26060606060605,1,1.0,1,1.0,1,3,20123,2012-09-18,0,0,Cash,7,M,Altro Europa,9,35,0
0,1,217.0,1,1.0,1,1.0,1,3,20113,2011-10-18,0,0,Cash,7,F,Belgium,0,0,1
1,3,235.63188946975362,2,0.6666666666666666,3,1.0,3,6,20123,2012-04-02,0,1,Credit card,0,F,Italy,30,41,1
1,1,170.37777777777774,1,1.0,1,1.0,1,2,20113,2011-12-28,1,0,Cash,7,M,Italy,1,1,1
1,1,862.3777777777777,1,1.0,1,1.0,1,2,20133,2013-01-08,1,0,Credit card,7,F,Germany,0,0,0
0,1,63.0,1,1.0,1,1.0,1,2,20101,2010-08-30,0,0,Credit card,7,F,France,0,0,1
0,1,187.0,1,1.0,1,1.0,1,2,20101,2010-08-17,0,0,Paypal,7,F,Germany,0,0,0
1,5,953.3415151515152,4,0.8,4,0.8,5,9,20113,2011-11-08,0,1,Credit card,0,F,Poland,21,34,1
0,6,256.0,2,0.3333333333333333,5,0.8333333333333334,5,6,20091,2009-06-29,1,0,Credit card,12,F,Germany,1,1,1
0,1,215.0,1,1.0,1,1.0,1,1,1201,2013-09-04,0,0,Credit card,7,F,Italy,0,0,0
1,2,567.9036363636362,1,0.5,1,0.5,2,4,20123,2012-01-19,0,0,Cash,8,F,Italy,0,0,0
0,2,187.5,2,1.0,2,1.0,2,4,20133,2013-01-09,1,0,Credit card,8,F,Germany,2,6,0
0,1,108.0,1,1.0,1,1.0,1,3,20123,2012-11-06,0,1,Cash,0,F,Italy,4,14,0
0,2,241.0,2,1.0,2,1.0,2,5,1201,2014-03-17,0,0,Credit card,8,F,Italy,0,1,0
0,1,88.0,1,1.0,1,1.0,1,3,20133,2013-02-28,1,1,Credit card,0,F,Italy,2,8,1
0,1,178.0,1,1.0,1,1.0,1,3,20102,2011-04-13,0,0,Cash,7,M,Netherlands,2,15,1
1,2,184.43,1,0.5,1,0.5,2,4,20102,2011-07-12,1,1,Credit card,0,F,Italy,1,1,1
0,1,498.0,1,1.0,1,1.0,1,2,20092,2010-02-05,0,0,Credit card,7,F,Italy,1,1,1
0,1,194.6,1,1.0,1,1.0,1,3,20102,2011-06-27,1,1,Cash,0,F,Austria,0,0,0
0,1,22.1,1,1.0,1,1.0,1,2,20113,2011-12-19,1,0,Paypal,7,M,Germany,3,16,0
0,1,94.0,1,1.0,1,1.0,1,2,20133,2013-01-31,1,1,Paypal,0,M,France,1,1,0
0,1,77.0,1,1.0,1,1.0,1,2,20102,2010-10-12,0,0,Paypal,10,M,Belgium,9,30,0
0,2,248.0,2,1.0,2,1.0,2,5,20133,2013-01-14,1,1,Paypal,0,F,Italy,0,33,1
1,2,647.0666666666667,1,0.5,1,0.5,2,0,20133,2013-04-19,1,0,Paypal,7,F,Germany,23,26,1
0,1,396.0,1,1.0,1,1.0,1,3,1201,2014-05-26,0,1,Cash,0,F,Belgium,1,3,0
0,2,278.0,2,1.0,2,1.0,2,3,20123,2012-12-12,0,1,Credit card,0,F,Germany,1,5,0
1,2,886.0744444444445,1,0.5,1,0.5,2,4,1201,2013-12-06,0,0,Amex,10,F,Belgium,0,0,1
0,3,238.0,3,1.0,3,1.0,3,5,20123,2012-01-19,1,0,Paypal,9,F,Italy,0,1,0
0,2,353.6,2,1.0,2,1.0,2,4,20102,2011-06-27,1,0,Paypal,8,F,Germany,0,24,0
0,2,34.0,2,1.0,2,1.0,2,2,20101,2010-03-23,0,0,Credit card,7,F,Italy,0,0,1
0,2,149.1,2,1.0,2,1.0,2,4,20102,2011-07-01,1,1,Cash,0,M,Germany,2,15,1
0,5,209.0,2,0.4,4,0.8,5,9,20133,2013-07-22,1,0,Cash,11,F,Italy,4,20,0
0,1,264.0,1,1.0,1,1.0,1,2,20092,2010-01-22,1,1,Credit card,0,M,Italy,0,0,1
0,1,411.0,1,1.0,1,1.0,1,2,20102,2011-03-24,0,0,Credit card,10,F,Denmark,0,0,0
0,1,64.0,1,1.0,1,1.0,1,2,1201,2014-02-24,0,0,Cash,7,F,Italy,0,0,0
0,1,278.0,1,1.0,1,1.0,1,3,20123,2012-03-27,0,0,Cash,7,F,Italy,0,0,0
0,1,122.45,1,1.0,1,1.0,1,3,20123,2012-11-21,1,0,Cash,7,F,Italy,2,19,1
0,1,380.8,1,1.0,1,1.0,1,2,20113,2011-12-28,1,0,Cash,10,F,Germany,0,0,0
0,1,100.1,1,1.0,1,1.0,1,2,1201,2014-01-14,1,1,Credit card,0,F,Netherlands,0,1,1
0,1,81.2,1,1.0,1,1.0,1,0,20133,2013-02-25,1,0,Cash,7,F,Italy,0,1,1
0,1,128.0,1,1.0,1,1.0,1,0,1201,2014-08-06,0,0,Credit card,7,F,Italy,0,0,0
1,2,255.56,2,1.0,2,1.0,2,4,20092,2010-01-28,0,1,Credit card,0,M,Italy,0,0,0
0,1,57.6,1,1.0,1,1.0,1,2,20102,2011-02-11,1,0,Paypal,7,F,Denmark,0,4,0
0,1,110.0,1,1.0,1,1.0,1,2,20113,2011-08-29,0,0,Cash,7,F,Italy,0,2,1
0,1,432.0,1,1.0,1,1.0,1,2,20123,2012-04-04,0,0,Credit card,7,F,Italy,1,9,1
1,3,242.08241379310346,3,1.0,3,1.0,3,7,20133,2013-01-24,1,0,Credit card,9,M,Italy,7,8,0
0,3,368.0,2,0.6666666666666666,3,1.0,3,6,20123,2012-06-25,0,0,Cash,9,M,Italy,0,9,0
0,2,90.0,1,0.5,1,0.5,2,4,1201,2014-01-29,1,1,Amex,0,M,France,4,4,0
1,1,103.06127659574469,1,1.0,1,1.0,1,3,20133,2013-01-07,1,0,Paypal,7,F,Italy,1,2,0
0,2,383.0,2,1.0,2,1.0,2,2,20102,2011-03-18,0,0,Cash,8,F,Altro Europa,0,7,0
0,2,153.0,2,1.0,2,1.0,2,3,20102,2010-09-24,0,0,Credit card,11,F,Belgium,0,2,1
0,1,44.0,1,1.0,1,1.0,1,2,20092,2010-02-09,0,0,Credit card,7,F,Italy,0,0,1
0,3,147.0,1,0.3333333333333333,3,1.0,3,0,20092,2010-01-19,1,0,Cash,9,F,Italy,0,0,0
0,2,136.0,1,0.5,2,1.0,2,4,20102,2011-05-10,0,0,Credit card,8,M,Germany,2,2,0
0,2,121.0,1,0.5,2,1.0,2,0,20092,2010-02-01,1,1,Credit card,0,F,Altro Europa,0,1,0
1,4,203.79375,3,0.75,3,0.75,4,9,20091,2009-07-20,1,0,Credit card,9,F,Italy,0,0,0
1,2,264.2892857142857,2,1.0,2,1.0,2,5,1201,2013-09-12,0,0,Credit card,16,F,Germany,0,0,1
1,1,214.38585365853658,1,1.0,1,1.0,1,2,20102,2011-01-04,1,0,Cash,7,F,Altro Europa,5,7,0
0,5,224.5,4,0.8,5,1.0,5,6,20123,2012-06-26,1,0,Credit card,11,M,Germany,1,2,0
0,2,570.5,1,0.5,2,1.0,2,0,20101,2010-07-26,1,0,Cash,8,F,Italy,0,5,0
0,1,148.0,1,1.0,1,1.0,1,2,20102,2011-06-07,0,0,Cash,7,F,Italy,0,0,1
0,5,205.5,3,0.6,3,0.6,5,7,20123,2012-06-25,1,0,Credit card,11,F,Germany,0,1,1
0,1,485.0,1,1.0,1,1.0,1,3,20123,2012-09-05,0,0,Cash,10,F,Germany,0,13,0
0,2,422.0,1,0.5,2,1.0,2,4,20123,2012-06-13,0,0,Credit card,11,F,Poland,0,4,1
0,1,63.5,1,1.0,1,1.0,1,2,20133,2013-07-19,1,0,Cash,15,F,Altro Europa,5,32,1
1,1,154.975,1,1.0,1,1.0,1,3,20123,2012-07-16,1,0,Cash,7,M,Germany,6,13,1
0,1,47.5,1,1.0,1,1.0,1,0,20123,2012-01-31,1,1,Paypal,0,F,Netherlands,0,4,1
0,1,108.0,1,1.0,1,1.0,1,3,20123,2012-07-04,0,0,Credit card,7,M,Italy,0,2,0
0,1,236.0,1,1.0,1,1.0,1,2,20113,2011-11-04,0,0,Cash,7,F,Altro Europa,4,34,1
1,3,203.22222222222226,2,0.6666666666666666,3,1.0,3,3,20102,2010-10-04,1,0,Cash,9,F,Italy,60,62,1
0,4,384.0,3,0.75,4,1.0,4,8,20102,2011-08-19,1,0,Cash,10,F,Belgium,1,13,1
1,11,977.7131818181821,6,0.5454545454545454,11,1.0,11,17,20102,2011-07-04,1,0,Credit card,20,F,Altro Europa,1,2,0
1,3,348.56,2,0.6666666666666666,3,1.0,3,7,20101,2010-05-04,0,0,Credit card,9,F,Germany,7,9,0
0,1,45.5,1,1.0,1,1.0,1,2,20113,2011-12-27,1,1,Credit card,0,F,Italy,0,4,0
0,1,148.0,1,1.0,1,1.0,1,3,20102,2011-04-21,0,0,Credit card,7,F,Italy,0,0,0
1,2,464.16684684684685,2,1.0,2,1.0,2,5,1201,2014-02-18,0,0,Amex,11,F,Germany,8,8,1
1,1,213.796,1,1.0,1,1.0,1,2,1201,2013-12-06,0,0,Credit card,10,F,Germany,5,5,0
1,9,709.0566666666666,5,0.5555555555555556,7,0.7777777777777778,9,17,1201,2014-05-15,1,1,Credit card,0,M,Italy,2,13,1
0,3,624.0,2,0.6666666666666666,3,1.0,3,8,20133,2013-03-26,0,0,Paypal,12,F,Italy,0,1,0
0,1,142.0,1,1.0,1,1.0,1,3,20102,2010-11-26,0,1,Cash,0,F,Italy,0,5,0
0,1,54.5,1,1.0,1,1.0,1,2,20102,2011-02-01,1,1,Credit card,0,F,Netherlands,0,0,0
0,2,117.6,2,1.0,2,1.0,2,4,20092,2009-12-21,1,1,Credit card,0,F,Italy,2,3,0
1,2,133.54705882352943,1,0.5,1,0.5,2,0,20123,2012-07-11,1,0,Cash,7,F,Italy,0,2,0
0,1,120.0,1,1.0,1,1.0,1,3,20102,2011-03-11,0,0,Paypal,7,F,Germany,2,3,0
0,2,222.0,1,0.5,2,1.0,2,6,20102,2011-07-27,1,0,Paypal,8,F,Germany,17,37,0
0,1,139.3,1,1.0,1,1.0,1,3,20102,2011-06-10,1,0,Paypal,7,F,Germany,1,1,1
1,2,259.82875,1,0.5,1,0.5,2,4,20102,2011-06-07,0,0,Credit card,8,F,Germany,2,2,0
0,1,118.0,1,1.0,1,1.0,1,0,20123,2012-02-20,1,0,Cash,7,F,Germany,1,23,0
0,1,66.5,1,1.0,1,1.0,1,3,20101,2010-06-22,1,0,Credit card,7,F,Italy,0,0,0
1,2,100.32564102564102,2,1.0,2,1.0,2,5,20102,2011-01-07,1,0,Cash,8,F,Germany,1,2,0
0,2,427.5,1,0.5,2,1.0,2,0,20123,2012-07-23,1,1,Credit card,0,F,Poland,0,3,0
0,8,745.8,7,0.875,7,0.875,7,14,20101,2010-04-12,1,1,Credit card,0,M,Italy,6,85,0
0,1,187.0,1,1.0,1,1.0,1,2,1201,2014-06-03,0,0,Paypal,10,F,Germany,0,0,0
0,1,45.9,1,1.0,1,1.0,1,2,20113,2011-09-26,1,0,Cash,10,M,Italy,0,1,1
0,1,84.7,1,1.0,1,1.0,1,2,1201,2014-01-09,1,0,Cash,10,F,Belgium,0,4,0
1,4,412.3415,4,1.0,4,1.0,4,6,20133,2013-01-10,1,0,Cash,10,F,Germany,2,2,0
0,2,228.0,2,1.0,2,1.0,2,5,20092,2010-01-25,0,1,Credit card,0,F,Germany,1,3,0
0,1,118.0,1,1.0,1,1.0,1,3,1201,2014-02-27,0,0,Cash,10,F,Belgium,2,7,1
0,5,234.4,4,0.8,5,1.0,5,6,20102,2011-02-25,1,1,Cash,0,F,Italy,9,53,0
0,3,89.5,3,1.0,3,1.0,3,7,20123,2012-01-16,1,0,Cash,9,F,Italy,0,8,0
0,1,175.0,1,1.0,1,1.0,1,2,1201,2014-06-11,0,0,Credit card,10,F,Germany,1,1,0
0,1,146.5,1,1.0,1,1.0,1,2,20102,2011-08-22,1,1,Cash,0,F,Netherlands,0,1,0
1,2,442.9190615835777,2,1.0,2,1.0,2,4,20123,2012-12-13,1,1,Credit card,0,F,Germany,29,37,0
0,3,244.0,1,0.3333333333333333,3,1.0,3,6,20102,2011-03-30,0,0,Cash,9,F,France,0,1,0
0,2,43.5,2,1.0,2,1.0,2,4,20123,2012-02-23,1,0,Paypal,7,M,Italy,3,27,0
0,1,60.2,1,1.0,1,1.0,1,2,1201,2013-12-30,1,0,Cash,10,F,Germany,4,6,1
0,1,117.0,1,1.0,1,1.0,1,2,20123,2012-10-17,0,0,Paypal,10,F,Germany,0,0,1
0,1,27.6,1,1.0,1,1.0,1,0,20091,2009-07-03,1,0,Cash,7,F,Italy,0,0,0
0,1,86.0,1,1.0,1,1.0,1,2,20101,2010-06-25,0,1,Paypal,0,F,Italy,0,0,0
0,3,374.0,3,1.0,3,1.0,3,6,20123,2012-05-16,0,0,Cash,12,M,Italy,0,0,0
0,1,42.8,1,1.0,1,1.0,1,3,1201,2013-08-06,1,1,Credit card,0,F,Italy,0,1,0
1,4,725.6604253291754,3,0.75,4,1.0,4,9,20113,2011-11-07,0,0,Cash,10,F,Austria,3,5,0
0,3,395.0,3,1.0,3,1.0,3,2,1201,2014-01-27,0,0,Cash,9,F,Italy,1,3,1
0,5,165.5,3,0.6,5,1.0,5,10,20101,2010-07-07,1,1,Credit card,0,F,Italy,0,0,0
0,2,133.0,2,1.0,2,1.0,2,5,20123,2012-08-20,1,0,Credit card,11,F,Italy,0,0,0
0,1,51.5,1,1.0,1,1.0,1,0,20102,2011-07-20,1,0,Cash,7,F,Germany,0,0,1
0,1,27.6,1,1.0,1,1.0,1,0,20092,2009-09-18,1,0,Cash,7,F,Italy,0,0,0
0,3,325.8,2,0.6666666666666666,2,0.6666666666666666,3,6,20113,2011-12-29,1,0,Cash,9,F,Italy,1,28,0
0,1,56.0,1,1.0,1,1.0,1,2,20091,2009-07-10,1,0,Cash,7,F,Italy,0,0,0
0,2,164.0,1,0.5,2,1.0,2,4,20113,2011-11-08,0,0,Paypal,8,F,Italy,0,10,0
0,1,90.95,1,1.0,1,1.0,1,2,20133,2013-04-19,1,0,Credit card,10,F,Altro Europa,0,0,0
1,4,456.0674796747969,3,0.75,3,0.75,4,6,20123,2012-01-09,1,0,Cash,9,F,Italy,6,18,0
1,4,430.754,2,0.5,3,0.75,4,8,1201,2013-08-30,1,1,Credit card,0,M,Germany,0,0,0
1,1,225.28148148148148,1,1.0,1,1.0,1,2,1201,2013-08-07,0,1,Paypal,0,M,Germany,0,0,0
0,1,161.0,1,1.0,1,1.0,1,3,20102,2011-05-06,0,0,Credit card,10,F,United Kingdom,0,0,1
1,6,367.7186783614074,2,0.3333333333333333,2,0.3333333333333333,6,12,20113,2011-08-31,1,0,Cash,8,F,Belgium,0,8,0
0,2,96.0,1,0.5,2,1.0,2,6,20102,2011-07-26,1,1,Cash,0,F,Italy,0,0,0
0,1,178.0,1,1.0,1,1.0,1,3,20123,2012-10-15,0,0,Cash,7,F,Italy,1,9,1
0,1,358.0,1,1.0,1,1.0,1,3,20101,2010-04-01,0,0,Credit card,7,M,Italy,0,0,0
1,4,336.3357142857143,4,1.0,4,1.0,4,9,20092,2010-02-03,0,1,Cash,0,F,Italy,0,2,0
1,1,125.98555555555555,1,1.0,1,1.0,1,2,1201,2013-08-07,0,1,Credit card,0,F,Germany,0,0,0
1,1,244.36,1,1.0,1,1.0,1,3,1201,2014-04-14,0,1,Paypal,0,F,Germany,0,0,0
1,1,113.7,1,1.0,1,1.0,1,0,20113,2011-11-30,0,0,Credit card,10,F,Poland,0,0,0
0,2,256.0,2,1.0,2,1.0,2,4,1201,2014-04-22,0,0,Cash,11,F,Italy,0,12,0
0,3,159.0,2,0.6666666666666666,2,0.6666666666666666,3,4,20101,2010-06-17,1,0,Credit card,9,F,Italy,10,23,0
0,2,244.9,1,0.5,1,0.5,2,4,20123,2012-11-20,1,0,Cash,8,F,Italy,0,1,0
0,5,722.5,5,1.0,5,1.0,5,5,20133,2013-02-15,1,0,Credit card,14,M,Germany,0,0,0
1,3,427.2921875,2,0.6666666666666666,3,1.0,3,6,20102,2010-11-23,1,0,Credit card,9,M,Italy,3,4,0
0,1,216.0,1,1.0,1,1.0,1,3,20091,2009-01-28,1,1,Credit card,0,F,Italy,0,0,0
0,1,69.0,1,1.0,1,1.0,1,2,20133,2013-08-01,1,0,Cash,7,F,Italy,0,0,0
0,1,74.0,1,1.0,1,1.0,1,0,20102,2011-05-30,0,0,Credit card,7,F,Italy,0,0,1
0,2,466.9,2,1.0,2,1.0,2,5,20102,2011-01-10,1,0,Cash,11,F,Altro Europa,0,5,1
1,1,272.5115,1,1.0,1,1.0,1,3,20102,2011-07-21,0,1,Paypal,0,F,Germany,3,3,0
1,2,243.06047619047612,1,0.5,1,0.5,2,4,20102,2011-03-24,0,0,Credit card,11,M,Germany,1,1,0
1,3,391.61663865546217,2,0.6666666666666666,2,0.6666666666666666,3,6,20133,2013-03-01,0,0,Credit card,9,F,Germany,14,16,0
0,1,127.0,1,1.0,1,1.0,1,0,20123,2012-01-23,1,0,Paypal,7,F,Netherlands,7,8,0
0,1,199.0,1,1.0,1,1.0,1,2,20133,2013-06-10,0,0,Paypal,10,F,France,1,22,0
1,1,90.135,1,1.0,1,1.0,1,3,20102,2011-08-12,1,1,Cash,0,F,Germany,0,0,0
0,2,212.0,1,0.5,2,1.0,2,0,20113,2011-10-20,0,0,Credit card,11,F,Denmark,2,3,0
1,1,84.97878787878787,1,1.0,1,1.0,1,2,20101,2010-04-23,0,0,Credit card,7,F,Netherlands,0,0,0
0,1,281.0,1,1.0,1,1.0,1,2,20123,2012-01-18,1,0,Credit card,7,F,Netherlands,0,2,0
